Type,Blending_Time,LPM,IP (mg),PRE (mg),Stage 1 (mg),Stage 2 (mg),Stage 3 (mg),Stage 4 (mg),Stage 5 (mg),Stage 6 (mg),Stage 7 (mg),Stage 8 (mg),Remaining (mg),Mouth (mg),PTP/Vial (mg),ED (mg),FPD (mg),FPF (%),RD (mg),SUM_ALL (mg),19.9008,19.8811,19.9205,15.8019,18.8761,19.8614,16.5704,23.7239,15.3092,16.6493,diam_um_d10,diam_um_d50,diam_um_mean,diam_um_d90,diam_um_span,length_um_d10,length_um_d50,length_um_mean,length_um_d90,length_um_span,width_um_d10,width_um_d50,width_um_mean,width_um_d90,width_um_span,area_um2_d10,area_um2_d50,area_um2_mean,area_um2_d90,area_um2_span,aspect_ratio_median,aspect_ratio_mean,azimuth_deg_sin_mean,azimuth_deg_cos_mean,polar_deg_sin_mean,polar_deg_cos_mean,FPO_sin_mean,FPO_cos_mean,FAD_sin_mean,FAD_cos_mean,MFOV_mean,MFOV_max,MFOV_min,MRV_mean,MRV_max,MRV_min,SA_mean,SA_max,SA_min,azimuth_deg_sin_std,azimuth_deg_cos_std,polar_deg_sin_std,polar_deg_cos_std,FPO_sin_std,FPO_cos_std,FAD_sin_std,FAD_cos_std
NE_Needle_2,60,60,1.374925154,3.545304489,0.338929659,0.454418436,0.557736181,1.263763669,1.243529108,0.386218205,0.05566789,0.018432174,1.309179391,0.61948255,2.951751844,9.238924964,3.525347226,38.15754798,10.54810435,14.11933875,0.889312977,0.950381679,0.633587786,0.026717557,0.198473282,1.0,0.129770992,0.122137405,0.034351145,0.103053435,0.963,1.751,2.0529,3.455,1.4232,1.3548,2.447,2.7521,4.8926,1.4458,0.7422,1.478,1.7564,3.1798,1.6493,0.7286,2.4082,4.3025,9.3736,3.5898,1.556,1.703,0.6341,0.0076,0.8421,0.5267,0.9991,0.0414,0.6399,0.0398,0.6372,1.973,0.217,0.3046,0.9078,0.0015,79.4494,814.6571,2.7367,0.3164,0.7055,0.0585,0.1002,0.0007,0.0127,0.3096,0.7022
NE_Needle_1,60,60,1.188356265,3.527305184,0.306743964,0.389816929,0.465616744,1.150921646,1.15870088,0.394575165,0.060509389,0.018900914,1.399256714,0.494918391,3.08214188,8.661447078,3.249224737,37.51364763,10.06070379,13.63776406,0.642384106,0.637969095,0.6401766,0.033112583,0.227373068,0.584988962,0.114790287,0.174392936,0.033112583,0.08388521,0.963,1.751,2.0529,3.455,1.4232,1.3548,2.447,2.7521,4.8926,1.4458,0.7422,1.478,1.7564,3.1798,1.6493,0.7286,2.4082,4.3025,9.3736,3.5898,1.556,1.703,0.6341,0.0076,0.8421,0.5267,0.9991,0.0414,0.6399,0.0398,0.6372,1.973,0.217,0.3046,0.9078,0.0015,79.4494,814.6571,2.7367,0.3164,0.7055,0.0585,0.1002,0.0007,0.0127,0.3096,0.7022
NE_Needle_2,90,60,0.981075955,3.216725311,0.269305289,0.356699179,0.560446038,1.679165171,1.539196715,0.464253783,0.059260909,0.019358104,1.552262703,0.493452674,2.841801079,9.145486455,4.32168072,47.2547933,10.69774916,14.03300291,0.889312977,0.950381679,0.633587786,0.026717557,0.198473282,1.0,0.129770992,0.122137405,0.034351145,0.103053435,0.963,1.751,2.0529,3.455,1.4232,1.3548,2.447,2.7521,4.8926,1.4458,0.7422,1.478,1.7564,3.1798,1.6493,0.7286,2.4082,4.3025,9.3736,3.5898,1.556,1.703,0.6341,0.0076,0.8421,0.5267,0.9991,0.0414,0.6399,0.0398,0.6372,1.973,0.217,0.3046,0.9078,0.0015,79.4494,814.6571,2.7367,0.3164,0.7055,0.0585,0.1002,0.0007,0.0127,0.3096,0.7022
NE_Needle_1,90,60,1.306211491,3.510816377,0.311548924,0.433535416,0.41036179,1.14276397,1.096627411,0.368491943,0.028848607,0.022237006,1.661794672,0.562593534,2.66696948,8.631442933,3.069330727,35.55987974,10.29323761,13.52280062,0.642384106,0.637969095,0.6401766,0.033112583,0.227373068,0.584988962,0.114790287,0.174392936,0.033112583,0.08388521,0.963,1.751,2.0529,3.455,1.4232,1.3548,2.447,2.7521,4.8926,1.4458,0.7422,1.478,1.7564,3.1798,1.6493,0.7286,2.4082,4.3025,9.3736,3.5898,1.556,1.703,0.6341,0.0076,0.8421,0.5267,0.9991,0.0414,0.6399,0.0398,0.6372,1.973,0.217,0.3046,0.9078,0.0015,79.4494,814.6571,2.7367,0.3164,0.7055,0.0585,0.1002,0.0007,0.0127,0.3096,0.7022
NE_Needle_2,90,60,1.50003281,3.494583586,0.379081621,0.494561403,0.581933384,1.423037255,1.383565776,0.444619907,0.069993907,0.020886119,1.31088716,0.530287863,2.906201867,9.792295769,3.924036349,40.07269022,11.10318293,14.53967266,0.889312977,0.950381679,0.633587786,0.026717557,0.198473282,1.0,0.129770992,0.122137405,0.034351145,0.103053435,0.963,1.751,2.0529,3.455,1.4232,1.3548,2.447,2.7521,4.8926,1.4458,0.7422,1.478,1.7564,3.1798,1.6493,0.7286,2.4082,4.3025,9.3736,3.5898,1.556,1.703,0.6341,0.0076,0.8421,0.5267,0.9991,0.0414,0.6399,0.0398,0.6372,1.973,0.217,0.3046,0.9078,0.0015,79.4494,814.6571,2.7367,0.3164,0.7055,0.0585,0.1002,0.0007,0.0127,0.3096,0.7022
NE_Needle_1,90,60,0.939134011,3.593806359,0.354952736,0.455617742,0.587908741,1.593858998,1.476494247,0.482143524,0.058580181,0.015639054,1.392149389,0.563863818,2.941817626,9.558135593,4.214624745,44.09463231,10.95028498,14.45596643,0.642384106,0.637969095,0.6401766,0.033112583,0.227373068,0.584988962,0.114790287,0.174392936,0.033112583,0.08388521,0.963,1.751,2.0529,3.455,1.4232,1.3548,2.447,2.7521,4.8926,1.4458,0.7422,1.478,1.7564,3.1798,1.6493,0.7286,2.4082,4.3025,9.3736,3.5898,1.556,1.703,0.6341,0.0076,0.8421,0.5267,0.9991,0.0414,0.6399,0.0398,0.6372,1.973,0.217,0.3046,0.9078,0.0015,79.4494,814.6571,2.7367,0.3164,0.7055,0.0585,0.1002,0.0007,0.0127,0.3096,0.7022
NE_Rod_1,30,40,1.821227718,3.890724914,0.169291367,0.199204795,0.360926448,0.856853102,0.525863236,0.140196318,0.025409548,0.012506655,1.950988959,0.536945768,3.197332606,8.002204101,1.921755307,24.01532481,9.95319306,13.68747143,0.279279279,0.266891892,0.311936937,0.028153153,0.115990991,0.206081081,0.047297297,0.083333333,0.022522523,0.048423423,1.024,2.2355,2.5859,4.6253,1.611,1.5016,2.9035,3.4202,6.0067,1.5516,0.7702,1.8755,2.203,4.088,1.769,0.823,3.9247,6.9512,16.7993,4.0707,1.501,1.6782,0.6185,0.0022,0.8373,0.5337,0.9989,0.0446,0.6278,-0.0984,0.6728,1.444,0.104,0.2897,0.9237,0.014,128.356,1519.975,4.0271,0.3252,0.7154,0.0599,0.102,0.0008,0.0157,0.3064,0.7087
NE_Rod_2,30,40,1.889573264,2.763948761,0.213426831,0.305270477,0.614269713,0.996695422,0.430152845,0.116116641,0.023322741,0.011681417,2.607993707,0.477227198,3.363878223,7.364458111,2.192238779,29.76782196,9.972451818,13.81355724,0.210762332,0.261584454,0.127055306,0.043348281,0.113602392,0.420029895,0.067264574,0.064275037,0.038863976,0.041853513,1.024,2.2355,2.5859,4.6253,1.611,1.5016,2.9035,3.4202,6.0067,1.5516,0.7702,1.8755,2.203,4.088,1.769,0.823,3.9247,6.9512,16.7993,4.0707,1.501,1.6782,0.6185,0.0022,0.8373,0.5337,0.9989,0.0446,0.6278,-0.0984,0.6728,1.444,0.104,0.2897,0.9237,0.014,128.356,1519.975,4.0271,0.3252,0.7154,0.0599,0.102,0.0008,0.0157,0.3064,0.7087
NE_Rod_1,30,40,2.646847845,3.091162407,0.261607743,0.426693312,0.622677527,0.920496935,0.498551799,0.156000442,0.029048346,0.020719385,2.088901721,0.663473713,2.682844827,8.673805739,2.247494432,25.91128393,10.76270746,14.109026,0.279279279,0.266891892,0.311936937,0.028153153,0.115990991,0.206081081,0.047297297,0.083333333,0.022522523,0.048423423,1.024,2.2355,2.5859,4.6253,1.611,1.5016,2.9035,3.4202,6.0067,1.5516,0.7702,1.8755,2.203,4.088,1.769,0.823,3.9247,6.9512,16.7993,4.0707,1.501,1.6782,0.6185,0.0022,0.8373,0.5337,0.9989,0.0446,0.6278,-0.0984,0.6728,1.444,0.104,0.2897,0.9237,0.014,128.356,1519.975,4.0271,0.3252,0.7154,0.0599,0.102,0.0008,0.0157,0.3064,0.7087
NE_Rod_2,60,40,3.045657189,2.716488913,0.281254393,0.399033776,0.635705541,1.068612147,0.543962691,0.153396456,0.028377767,0.015470499,2.047725552,0.411259266,2.660528148,8.887959372,2.445525101,27.51503465,10.93568492,14.00747234,0.210762332,0.261584454,0.127055306,0.043348281,0.113602392,0.420029895,0.067264574,0.064275037,0.038863976,0.041853513,1.024,2.2355,2.5859,4.6253,1.611,1.5016,2.9035,3.4202,6.0067,1.5516,0.7702,1.8755,2.203,4.088,1.769,0.823,3.9247,6.9512,16.7993,4.0707,1.501,1.6782,0.6185,0.0022,0.8373,0.5337,0.9989,0.0446,0.6278,-0.0984,0.6728,1.444,0.104,0.2897,0.9237,0.014,128.356,1519.975,4.0271,0.3252,0.7154,0.0599,0.102,0.0008,0.0157,0.3064,0.7087
NE_Rod_1,60,40,2.119418394,1.947236459,0.218062851,0.486010059,0.85212332,1.104197317,0.502138028,0.115700505,0.05829235,0.021266277,2.519344827,0.28599079,3.663806068,7.424445559,2.653717796,35.74297603,9.943790387,13.89358724,0.279279279,0.266891892,0.311936937,0.028153153,0.115990991,0.206081081,0.047297297,0.083333333,0.022522523,0.048423423,1.024,2.2355,2.5859,4.6253,1.611,1.5016,2.9035,3.4202,6.0067,1.5516,0.7702,1.8755,2.203,4.088,1.769,0.823,3.9247,6.9512,16.7993,4.0707,1.501,1.6782,0.6185,0.0022,0.8373,0.5337,0.9989,0.0446,0.6278,-0.0984,0.6728,1.444,0.104,0.2897,0.9237,0.014,128.356,1519.975,4.0271,0.3252,0.7154,0.0599,0.102,0.0008,0.0157,0.3064,0.7087
NE_Rod_2,90,40,1.39671489,2.738397295,0.223239743,0.322554388,0.687358551,1.413571496,0.745985821,0.200047638,0.031295413,0.016153467,2.441142585,0.54831291,3.45523626,7.775318702,3.094412386,39.79788488,10.21646129,14.22001046,0.210762332,0.261584454,0.127055306,0.043348281,0.113602392,0.420029895,0.067264574,0.064275037,0.038863976,0.041853513,1.024,2.2355,2.5859,4.6253,1.611,1.5016,2.9035,3.4202,6.0067,1.5516,0.7702,1.8755,2.203,4.088,1.769,0.823,3.9247,6.9512,16.7993,4.0707,1.501,1.6782,0.6185,0.0022,0.8373,0.5337,0.9989,0.0446,0.6278,-0.0984,0.6728,1.444,0.104,0.2897,0.9237,0.014,128.356,1519.975,4.0271,0.3252,0.7154,0.0599,0.102,0.0008,0.0157,0.3064,0.7087
NE_Rod_1,90,40,1.817196898,3.977989045,0.323265635,0.457806956,0.696405198,1.153413146,0.583510643,0.174057793,0.030441125,0.019115982,1.625430673,0.730626217,2.482810053,9.233202422,2.656943887,28.77597355,10.85863309,14.07206936,0.279279279,0.266891892,0.311936937,0.028153153,0.115990991,0.206081081,0.047297297,0.083333333,0.022522523,0.048423423,1.024,2.2355,2.5859,4.6253,1.611,1.5016,2.9035,3.4202,6.0067,1.5516,0.7702,1.8755,2.203,4.088,1.769,0.823,3.9247,6.9512,16.7993,4.0707,1.501,1.6782,0.6185,0.0022,0.8373,0.5337,0.9989,0.0446,0.6278,-0.0984,0.6728,1.444,0.104,0.2897,0.9237,0.014,128.356,1519.975,4.0271,0.3252,0.7154,0.0599,0.102,0.0008,0.0157,0.3064,0.7087
NE_Rod_2,90,40,2.204427636,3.162867371,0.271912635,0.409229646,0.639123705,1.037295509,0.490819954,0.154023741,0.038190505,0.013508043,1.824141615,0.63124728,3.312495894,8.421398745,2.372961457,28.17775916,10.24554036,14.18928353,0.210762332,0.261584454,0.127055306,0.043348281,0.113602392,0.420029895,0.067264574,0.064275037,0.038863976,0.041853513,1.024,2.2355,2.5859,4.6253,1.611,1.5016,2.9035,3.4202,6.0067,1.5516,0.7702,1.8755,2.203,4.088,1.769,0.823,3.9247,6.9512,16.7993,4.0707,1.501,1.6782,0.6185,0.0022,0.8373,0.5337,0.9989,0.0446,0.6278,-0.0984,0.6728,1.444,0.104,0.2897,0.9237,0.014,128.356,1519.975,4.0271,0.3252,0.7154,0.0599,0.102,0.0008,0.0157,0.3064,0.7087
NE_Rod_1,30,60,2.291580489,3.019022214,0.360857045,0.639417416,0.840686355,0.952728583,0.507381314,0.136242845,0.028666158,0.014311022,2.314756526,0.550131277,2.890426337,8.790893439,2.480016276,28.21119711,11.10564996,14.54620758,0.279279279,0.266891892,0.311936937,0.028153153,0.115990991,0.206081081,0.047297297,0.083333333,0.022522523,0.048423423,1.024,2.2355,2.5859,4.6253,1.611,1.5016,2.9035,3.4202,6.0067,1.5516,0.7702,1.8755,2.203,4.088,1.769,0.823,3.9247,6.9512,16.7993,4.0707,1.501,1.6782,0.6185,0.0022,0.8373,0.5337,0.9989,0.0446,0.6278,-0.0984,0.6728,1.444,0.104,0.2897,0.9237,0.014,128.356,1519.975,4.0271,0.3252,0.7154,0.0599,0.102,0.0008,0.0157,0.3064,0.7087
NE_Rod_1,30,60,1.875064623,2.102979412,0.281822005,0.560360676,1.124122453,1.391660699,0.511983945,0.123550891,0.024809038,0.010863808,2.288652969,0.447610771,3.341112719,8.007217549,3.186990833,39.80147678,10.29587052,14.08459401,0.279279279,0.266891892,0.311936937,0.028153153,0.115990991,0.206081081,0.047297297,0.083333333,0.022522523,0.048423423,1.024,2.2355,2.5859,4.6253,1.611,1.5016,2.9035,3.4202,6.0067,1.5516,0.7702,1.8755,2.203,4.088,1.769,0.823,3.9247,6.9512,16.7993,4.0707,1.501,1.6782,0.6185,0.0022,0.8373,0.5337,0.9989,0.0446,0.6278,-0.0984,0.6728,1.444,0.104,0.2897,0.9237,0.014,128.356,1519.975,4.0271,0.3252,0.7154,0.0599,0.102,0.0008,0.0157,0.3064,0.7087
NE_Rod_2,30,60,2.434277071,2.951731709,0.30471312,0.553150664,0.811947839,1.138524417,0.522047099,0.141073634,0.029427838,0.0174738,1.840136973,0.469942569,2.814957646,8.904367191,2.660494627,29.87853679,10.74450416,14.02940438,0.210762332,0.261584454,0.127055306,0.043348281,0.113602392,0.420029895,0.067264574,0.064275037,0.038863976,0.041853513,1.024,2.2355,2.5859,4.6253,1.611,1.5016,2.9035,3.4202,6.0067,1.5516,0.7702,1.8755,2.203,4.088,1.769,0.823,3.9247,6.9512,16.7993,4.0707,1.501,1.6782,0.6185,0.0022,0.8373,0.5337,0.9989,0.0446,0.6278,-0.0984,0.6728,1.444,0.104,0.2897,0.9237,0.014,128.356,1519.975,4.0271,0.3252,0.7154,0.0599,0.102,0.0008,0.0157,0.3064,0.7087
NE_Rod_1,30,60,2.560443513,2.595591498,0.343756983,0.622291769,0.727190763,0.840029321,0.417446156,0.11738094,0.030297665,0.012539274,1.866180226,0.44950015,3.298735388,8.266967882,2.144884119,25.94523349,10.13314811,13.88138365,0.279279279,0.266891892,0.311936937,0.028153153,0.115990991,0.206081081,0.047297297,0.083333333,0.022522523,0.048423423,1.024,2.2355,2.5859,4.6253,1.611,1.5016,2.9035,3.4202,6.0067,1.5516,0.7702,1.8755,2.203,4.088,1.769,0.823,3.9247,6.9512,16.7993,4.0707,1.501,1.6782,0.6185,0.0022,0.8373,0.5337,0.9989,0.0446,0.6278,-0.0984,0.6728,1.444,0.104,0.2897,0.9237,0.014,128.356,1519.975,4.0271,0.3252,0.7154,0.0599,0.102,0.0008,0.0157,0.3064,0.7087
NE_Rod_2,60,60,3.091958592,2.645009376,0.28043143,0.526234504,0.746723352,0.94493934,0.452687077,0.112615039,0.027783066,0.013634494,2.181253131,0.356233239,2.748816854,8.842016269,2.298382367,25.99387173,11.0232694,14.12831949,0.210762332,0.261584454,0.127055306,0.043348281,0.113602392,0.420029895,0.067264574,0.064275037,0.038863976,0.041853513,1.024,2.2355,2.5859,4.6253,1.611,1.5016,2.9035,3.4202,6.0067,1.5516,0.7702,1.8755,2.203,4.088,1.769,0.823,3.9247,6.9512,16.7993,4.0707,1.501,1.6782,0.6185,0.0022,0.8373,0.5337,0.9989,0.0446,0.6278,-0.0984,0.6728,1.444,0.104,0.2897,0.9237,0.014,128.356,1519.975,4.0271,0.3252,0.7154,0.0599,0.102,0.0008,0.0157,0.3064,0.7087
NE_Rod_1,90,60,2.495079556,2.850439856,0.326588358,0.658168269,0.828114411,1.056856552,0.441585505,0.134121704,0.024829127,0.017884021,1.958604748,0.394762304,3.214719344,8.833667359,2.503391321,28.33920748,10.79227211,14.40175376,0.279279279,0.266891892,0.311936937,0.028153153,0.115990991,0.206081081,0.047297297,0.083333333,0.022522523,0.048423423,1.024,2.2355,2.5859,4.6253,1.611,1.5016,2.9035,3.4202,6.0067,1.5516,0.7702,1.8755,2.203,4.088,1.769,0.823,3.9247,6.9512,16.7993,4.0707,1.501,1.6782,0.6185,0.0022,0.8373,0.5337,0.9989,0.0446,0.6278,-0.0984,0.6728,1.444,0.104,0.2897,0.9237,0.014,128.356,1519.975,4.0271,0.3252,0.7154,0.0599,0.102,0.0008,0.0157,0.3064,0.7087
NE_Rod_2,90,60,2.119418394,1.947236459,0.218062851,0.486010059,0.85212332,1.104197317,0.502138028,0.115700505,0.05829235,0.021266277,2.519344827,0.28599079,3.663806068,7.424445559,2.653717796,35.74297603,9.943790387,13.89358724,0.210762332,0.261584454,0.127055306,0.043348281,0.113602392,0.420029895,0.067264574,0.064275037,0.038863976,0.041853513,1.024,2.2355,2.5859,4.6253,1.611,1.5016,2.9035,3.4202,6.0067,1.5516,0.7702,1.8755,2.203,4.088,1.769,0.823,3.9247,6.9512,16.7993,4.0707,1.501,1.6782,0.6185,0.0022,0.8373,0.5337,0.9989,0.0446,0.6278,-0.0984,0.6728,1.444,0.104,0.2897,0.9237,0.014,128.356,1519.975,4.0271,0.3252,0.7154,0.0599,0.102,0.0008,0.0157,0.3064,0.7087
NE_Rod_1,90,60,2.210753262,2.978031609,0.349650792,0.75715816,1.166093026,1.41919102,0.621220839,0.143501401,0.033684996,0.020207211,1.801058391,0.471997352,2.241757375,9.699492314,3.403898492,35.09357378,11.5005507,14.21430543,0.279279279,0.266891892,0.311936937,0.028153153,0.115990991,0.206081081,0.047297297,0.083333333,0.022522523,0.048423423,1.024,2.2355,2.5859,4.6253,1.611,1.5016,2.9035,3.4202,6.0067,1.5516,0.7702,1.8755,2.203,4.088,1.769,0.823,3.9247,6.9512,16.7993,4.0707,1.501,1.6782,0.6185,0.0022,0.8373,0.5337,0.9989,0.0446,0.6278,-0.0984,0.6728,1.444,0.104,0.2897,0.9237,0.014,128.356,1519.975,4.0271,0.3252,0.7154,0.0599,0.102,0.0008,0.0157,0.3064,0.7087
NE_Small_Square_1,30,60,1.422278414,7.528912418,0.206874167,0.330069345,0.308976157,0.218212891,0.067386736,0.014971276,0.013578811,0.012339046,0.845423206,0.307092028,2.716607465,10.12359926,0.635464916,6.277065098,10.96902247,13.99272196,0.67844523,0.558303887,0.770318021,0.045936396,0.173144876,0.416961131,0.088339223,0.084805654,0.045936396,0.081272085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE_Small_Square_2,30,60,1.74860104,7.650907047,0.206566142,0.326234729,0.309615411,0.211875681,0.076573904,0.014157832,0.014992555,0.00988517,0.887118689,0.346856447,2.12095269,10.56940951,0.637100553,6.02777811,11.4565282,13.92433734,0.566945607,0.807531381,0.387029289,0.043933054,0.165271967,0.958158996,0.075313808,0.077405858,0.050209205,0.060669456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
