     Angle,NE_Needle
21.2409,0.070640177
21.2606,0.072847682
21.2803,0.06401766
21.3,0.070640177
21.3197,0.061810155
21.3394,0.052980132
21.3591,0.086092715
21.3788,0.052980132
21.3985,0.057395143
21.4182,0.072847682
21.4379,0.068432671
21.4577,0.068432671
21.4774,0.077262693
21.4971,0.066225166
21.5168,0.086092715
21.5365,0.092715232
21.5562,0.103752759
21.5759,0.12803532
21.5956,0.125827815
21.6153,0.099337748
21.635,0.116997792
21.6547,0.121412804
21.6744,0.112582781
21.6941,0.134657837
21.7138,0.094922737
21.7335,0.116997792
21.7533,0.103752759
21.773,0.125827815
21.7927,0.10816777
21.8124,0.092715232
21.8321,0.105960265
21.8518,0.136865342
21.8715,0.156732892
21.8912,0.158940397
21.9109,0.119205298
21.9306,0.136865342
21.9503,0.132450331
21.97,0.116997792
21.9897,0.187637969
22.0094,0.110375276
22.0291,0.156732892
22.0488,0.163355408
22.0686,0.136865342
22.0883,0.112582781
22.108,0.077262693
22.1277,0.059602649
22.1474,0.088300221
22.1671,0.057395143
22.1868,0.081677704
22.2065,0.06401766
22.2262,0.079470199
22.2459,0.050772627
22.2656,0.066225166
22.2853,0.072847682
22.305,0.059602649
22.3247,0.059602649
22.3444,0.06401766
22.3642,0.061810155
22.3839,0.06401766
22.4036,0.092715232
22.4233,0.057395143
22.443,0.103752759
22.4627,0.057395143
22.4824,0.072847682
22.5021,0.090507726
22.5218,0.094922737
22.5415,0.105960265
22.5612,0.092715232
22.5809,0.103752759
22.6006,0.061810155
22.6203,0.116997792
22.64,0.094922737
22.6597,0.077262693
22.6795,0.105960265
22.6992,0.070640177
22.7189,0.110375276
22.7386,0.081677704
22.7583,0.10816777
22.778,0.094922737
22.7977,0.17218543
22.8174,0.19205298
22.8371,0.216335541
22.8568,0.207505519
22.8765,0.253863135
22.8962,0.260485651
22.9159,0.300220751
22.9356,0.240618102
22.9553,0.291390728
22.9751,0.315673289
22.9948,0.260485651
23.0145,0.280353201
23.0342,0.249448124
23.0539,0.242825607
23.0736,0.216335541
23.0933,0.205298013
23.113,0.169977925
23.1327,0.181015453
23.1524,0.194260486
23.1721,0.214128035
23.1918,0.163355408
23.2115,0.158940397
23.2312,0.19205298
23.2509,0.134657837
23.2707,0.112582781
23.2904,0.088300221
23.3101,0.077262693
23.3298,0.101545254
23.3495,0.086092715
23.3692,0.125827815
23.3889,0.079470199
23.4086,0.092715232
23.4283,0.090507726
23.448,0.066225166
23.4677,0.086092715
23.4874,0.103752759
23.5071,0.075055188
23.5268,0.10816777
23.5465,0.088300221
23.5662,0.10816777
23.586,0.116997792
23.6057,0.090507726
23.6254,0.17218543
23.6451,0.152317881
23.6648,0.176600442
23.6845,0.152317881
23.7042,0.176600442
23.7239,0.174392936
23.7436,0.134657837
23.7633,0.088300221
23.783,0.12803532
23.8027,0.092715232
23.8224,0.103752759
23.8421,0.097130243
23.8618,0.079470199
23.8816,0.086092715
23.9013,0.077262693
23.921,0.070640177
23.9407,0.068432671
23.9604,0.061810155
23.9801,0.050772627
23.9998,0.052980132
24.0195,0.072847682
24.0392,0.061810155
24.0589,0.068432671
24.0786,0.057395143
24.0983,0.070640177
24.118,0.081677704
24.1377,0.070640177
24.1574,0.075055188
24.1771,0.070640177
24.1969,0.094922737
24.2166,0.086092715
24.2363,0.110375276
24.256,0.06401766
24.2757,0.072847682
24.2954,0.059602649
24.3151,0.088300221
24.3348,0.06401766
24.3545,0.066225166
24.3742,0.061810155
24.3939,0.08388521
24.4136,0.088300221
24.4333,0.06401766
24.453,0.066225166
24.4727,0.094922737
24.4925,0.110375276
24.5122,0.097130243
24.5319,0.101545254
24.5516,0.094922737
24.5713,0.110375276
24.591,0.094922737
24.6107,0.112582781
24.6304,0.132450331
24.6501,0.105960265
24.6698,0.105960265
24.6895,0.130242826
24.7092,0.103752759
24.7289,0.088300221
24.7486,0.090507726
24.7683,0.090507726
24.7881,0.105960265
24.8078,0.097130243
24.8275,0.08388521
24.8472,0.086092715
24.8669,0.050772627
24.8866,0.08388521
24.9063,0.048565121
24.926,0.059602649
24.9457,0.050772627
24.9654,0.046357616
24.9851,0.052980132
25.0048,0.075055188
25.0245,0.04415011
25.0442,0.050772627
25.0639,0.050772627
25.0836,0.066225166
25.1034,0.06401766
25.1231,0.039735099
25.1428,0.070640177
25.1625,0.041942605
25.1822,0.030905077
25.2019,0.050772627
25.2216,0.057395143
25.2413,0.055187638
25.261,0.070640177
25.2807,0.066225166
25.3004,0.08388521
25.3201,0.072847682
25.3398,0.059602649
25.3595,0.070640177
25.3792,0.075055188
25.399,0.059602649
25.4187,0.088300221
25.4384,0.072847682
25.4581,0.04415011
25.4778,0.06401766
25.4975,0.06401766
25.5172,0.075055188
25.5369,0.06401766
25.5566,0.061810155
25.5763,0.06401766
25.596,0.041942605
25.6157,0.035320088
25.6354,0.048565121
25.6551,0.061810155
25.6748,0.066225166
25.6946,0.052980132
25.7143,0.061810155
25.734,0.061810155
25.7537,0.079470199
25.7734,0.068432671
25.7931,0.081677704
25.8128,0.08388521
25.8325,0.061810155
25.8522,0.070640177
25.8719,0.055187638
25.8916,0.072847682
25.9113,0.04415011
25.931,0.055187638
25.9507,0.066225166
25.9704,0.055187638
25.9901,0.048565121
26.0099,0.077262693
26.0296,0.072847682
26.0493,0.103752759
26.069,0.097130243
26.0887,0.10816777
26.1084,0.077262693
26.1281,0.092715232
26.1478,0.050772627
26.1675,0.10816777
26.1872,0.101545254
26.2069,0.055187638
26.2266,0.066225166
26.2463,0.077262693
26.266,0.050772627
26.2857,0.057395143
26.3055,0.077262693
26.3252,0.075055188
26.3449,0.068432671
26.3646,0.059602649
26.3843,0.057395143
26.404,0.072847682
26.4237,0.057395143
26.4434,0.052980132
26.4631,0.041942605
26.4828,0.059602649
26.5025,0.052980132
26.5222,0.050772627
26.5419,0.026490066
26.5616,0.052980132
26.5813,0.070640177
26.601,0.052980132
26.6208,0.055187638
26.6405,0.04415011
26.6602,0.068432671
26.6799,0.052980132
26.6996,0.048565121
26.7193,0.072847682
26.739,0.079470199
26.7587,0.072847682
26.7784,0.070640177
26.7981,0.079470199
26.8178,0.099337748
26.8375,0.081677704
26.8572,0.088300221
26.8769,0.070640177
26.8966,0.075055188
26.9164,0.072847682
26.9361,0.103752759
26.9558,0.075055188
26.9755,0.072847682
26.9952,0.068432671
27.0149,0.097130243
27.0346,0.081677704
27.0543,0.061810155
27.074,0.112582781
27.0937,0.099337748
27.1134,0.094922737
27.1331,0.086092715
27.1528,0.075055188
27.1725,0.099337748
27.1922,0.070640177
27.212,0.072847682
27.2317,0.079470199
27.2514,0.066225166
27.2711,0.050772627
27.2908,0.055187638
27.3105,0.066225166
27.3302,0.066225166
27.3499,0.06401766
27.3696,0.061810155
27.3893,0.066225166
27.409,0.061810155
27.4287,0.079470199
27.4484,0.088300221
27.4681,0.066225166
27.4878,0.08388521
27.5075,0.059602649
27.5273,0.088300221
27.547,0.114790287
27.5667,0.072847682
27.5864,0.06401766
27.6061,0.070640177
27.6258,0.06401766
27.6455,0.079470199
27.6652,0.050772627
27.6849,0.094922737
27.7046,0.075055188
27.7243,0.070640177
27.744,0.061810155
27.7637,0.090507726
27.7834,0.072847682
27.8031,0.088300221
27.8229,0.068432671
27.8426,0.072847682
27.8623,0.08388521
27.882,0.061810155
27.9017,0.041942605
27.9214,0.057395143
27.9411,0.070640177
27.9608,0.06401766
27.9805,0.06401766
28.0002,0.052980132
28.0199,0.057395143
28.0396,0.068432671
28.0593,0.041942605
28.079,0.072847682
28.0987,0.061810155
28.1184,0.068432671
28.1382,0.050772627
28.1579,0.066225166
28.1776,0.041942605
28.1973,0.079470199
28.217,0.079470199
28.2367,0.059602649
28.2564,0.061810155
28.2761,0.061810155
28.2958,0.086092715
28.3155,0.070640177
28.3352,0.079470199
28.3549,0.072847682
28.3746,0.081677704
28.3943,0.090507726
28.414,0.101545254
28.4338,0.116997792
28.4535,0.068432671
28.4732,0.088300221
28.4929,0.094922737
28.5126,0.090507726
28.5323,0.094922737
28.552,0.079470199
28.5717,0.075055188
28.5914,0.057395143
28.6111,0.090507726
28.6308,0.077262693
28.6505,0.061810155
28.6702,0.04415011
28.6899,0.077262693
28.7096,0.066225166
28.7294,0.050772627
28.7491,0.072847682
28.7688,0.061810155
28.7885,0.068432671
28.8082,0.037527594
28.8279,0.033112583
28.8476,0.08388521
28.8673,0.048565121
28.887,0.041942605
28.9067,0.041942605
28.9264,0.04415011
28.9461,0.048565121
28.9658,0.068432671
28.9855,0.050772627
29.0052,0.048565121
29.0249,0.055187638
29.0447,0.059602649
29.0644,0.050772627
29.0841,0.06401766
29.1038,0.06401766
29.1235,0.061810155
29.1432,0.06401766
29.1629,0.041942605
29.1826,0.048565121
29.2023,0.052980132
29.222,0.052980132
29.2417,0.039735099
29.2614,0.04415011
29.2811,0.046357616
29.3008,0.052980132
29.3205,0.039735099
29.3403,0.017660044
29.36,0.037527594
29.3797,0.039735099
29.3994,0.035320088
29.4191,0.039735099
29.4388,0.052980132
29.4585,0.030905077
29.4782,0.04415011
29.4979,0.04415011
29.5176,0.046357616
29.5373,0.052980132
29.557,0.052980132
29.5767,0.048565121
29.5964,0.057395143
29.6161,0.057395143
29.6359,0.072847682
29.6556,0.081677704
29.6753,0.090507726
29.695,0.050772627
29.7147,0.050772627
29.7344,0.06401766
29.7541,0.057395143
29.7738,0.048565121
29.7935,0.06401766
29.8132,0.037527594
29.8329,0.050772627
29.8526,0.037527594
29.8723,0.052980132
29.892,0.061810155
29.9117,0.070640177
29.9314,0.041942605
29.9512,0.039735099
29.9709,0.048565121
29.9906,0.041942605
30.0103,0.041942605
30.03,0.061810155
30.0497,0.050772627
30.0694,0.041942605
30.0891,0.048565121
30.1088,0.06401766
30.1285,0.050772627
30.1482,0.050772627
30.1679,0.035320088
30.1876,0.050772627
30.2073,0.052980132
30.227,0.052980132
30.2468,0.066225166
30.2665,0.059602649
30.2862,0.070640177
30.3059,0.059602649
30.3256,0.052980132
30.3453,0.037527594
30.365,0.070640177
30.3847,0.072847682
30.4044,0.06401766
30.4241,0.079470199
30.4438,0.072847682
30.4635,0.075055188
30.4832,0.066225166
30.5029,0.090507726
30.5226,0.077262693
30.5423,0.090507726
30.5621,0.068432671
30.5818,0.08388521
30.6015,0.050772627
30.6212,0.061810155
30.6409,0.070640177
30.6606,0.070640177
30.6803,0.070640177
30.7,0.048565121
30.7197,0.066225166
30.7394,0.079470199
30.7591,0.059602649
30.7788,0.052980132
30.7985,0.088300221
30.8182,0.052980132
30.8379,0.039735099
30.8577,0.050772627
30.8774,0.046357616
30.8971,0.048565121
30.9168,0.041942605
30.9365,0.061810155
30.9562,0.066225166
30.9759,0.046357616
30.9956,0.046357616
31.0153,0.068432671
31.035,0.079470199
31.0547,0.057395143
31.0744,0.075055188
31.0941,0.092715232
31.1138,0.086092715
31.1335,0.099337748
31.1533,0.081677704
31.173,0.075055188
31.1927,0.061810155
31.2124,0.06401766
31.2321,0.072847682
31.2518,0.075055188
31.2715,0.059602649
31.2912,0.070640177
31.3109,0.088300221
31.3306,0.055187638
31.3503,0.06401766
31.37,0.072847682
31.3897,0.070640177
31.4094,0.090507726
31.4291,0.072847682
31.4488,0.086092715
31.4686,0.068432671
31.4883,0.081677704
31.508,0.075055188
31.5277,0.090507726
31.5474,0.052980132
31.5671,0.081677704
31.5868,0.075055188
31.6065,0.077262693
31.6262,0.090507726
31.6459,0.057395143
31.6656,0.055187638
31.6853,0.066225166
31.705,0.066225166
31.7247,0.050772627
31.7444,0.055187638
31.7642,0.068432671
31.7839,0.055187638
31.8036,0.077262693
31.8233,0.066225166
31.843,0.052980132
31.8627,0.050772627
31.8824,0.048565121
31.9021,0.077262693
31.9218,0.06401766
31.9415,0.061810155
31.9612,0.059602649
31.9809,0.050772627
32.0006,0.068432671
32.0203,0.059602649
32.04,0.057395143
32.0597,0.041942605
32.0795,0.039735099
32.0992,0.055187638
32.1189,0.039735099
32.1386,0.035320088
32.1583,0.059602649
32.178,0.052980132
32.1977,0.057395143
32.2174,0.072847682
32.2371,0.059602649
32.2568,0.059602649
32.2765,0.077262693
32.2962,0.06401766
32.3159,0.057395143
32.3356,0.048565121
32.3553,0.04415011
32.3751,0.072847682
32.3948,0.059602649
32.4145,0.057395143
32.4342,0.050772627
32.4539,0.039735099
32.4736,0.066225166
32.4933,0.06401766
32.513,0.048565121
32.5327,0.057395143
32.5524,0.04415011
32.5721,0.055187638
32.5918,0.068432671
32.6115,0.055187638
32.6312,0.070640177
32.6509,0.055187638
32.6707,0.052980132
32.6904,0.081677704
32.7101,0.06401766
32.7298,0.070640177
32.7495,0.068432671
32.7692,0.052980132
32.7889,0.061810155
32.8086,0.072847682
32.8283,0.068432671
32.848,0.050772627
32.8677,0.059602649
32.8874,0.037527594
32.9071,0.059602649
32.9268,0.057395143
32.9465,0.075055188
32.9662,0.039735099
32.986,0.072847682
33.0057,0.052980132
33.0254,0.052980132
33.0451,0.057395143
33.0648,0.081677704
33.0845,0.066225166
33.1042,0.04415011
33.1239,0.066225166
33.1436,0.061810155
33.1633,0.072847682
33.183,0.055187638
33.2027,0.068432671
33.2224,0.072847682
33.2421,0.037527594
33.2618,0.057395143
33.2816,0.059602649
33.3013,0.048565121
33.321,0.037527594
33.3407,0.068432671
33.3604,0.048565121
33.3801,0.04415011
33.3998,0.055187638
33.4195,0.079470199
33.4392,0.037527594
33.4589,0.061810155
33.4786,0.057395143
33.4983,0.057395143
33.518,0.046357616
33.5377,0.081677704
33.5574,0.061810155
33.5772,0.081677704
33.5969,0.075055188
33.6166,0.079470199
33.6363,0.066225166
33.656,0.046357616
33.6757,0.041942605
33.6954,0.059602649
33.7151,0.072847682
33.7348,0.061810155
33.7545,0.08388521
33.7742,0.066225166
33.7939,0.086092715
33.8136,0.086092715
33.8333,0.055187638
33.853,0.048565121
33.8727,0.050772627
33.8925,0.072847682
33.9122,0.04415011
33.9319,0.037527594
33.9516,0.037527594
33.9713,0.086092715
33.991,0.06401766
34.0107,0.04415011
34.0304,0.050772627
34.0501,0.061810155
34.0698,0.070640177
34.0895,0.081677704
34.1092,0.077262693
34.1289,0.086092715
34.1486,0.052980132
34.1683,0.072847682
34.1881,0.059602649
34.2078,0.046357616
34.2275,0.057395143
34.2472,0.057395143
34.2669,0.057395143
34.2866,0.048565121
34.3063,0.048565121
34.326,0.026490066
34.3457,0.055187638
34.3654,0.066225166
34.3851,0.066225166
34.4048,0.033112583
34.4245,0.061810155
34.4442,0.055187638
34.4639,0.055187638
34.4836,0.046357616
34.5034,0.068432671
34.5231,0.050772627
34.5428,0.052980132
34.5625,0.050772627
34.5822,0.050772627
34.6019,0.048565121
34.6216,0.039735099
34.6413,0.046357616
34.661,0.068432671
34.6807,0.066225166
34.7004,0.041942605
34.7201,0.057395143
34.7398,0.039735099
34.7595,0.048565121
34.7792,0.050772627
34.799,0.039735099
34.8187,0.035320088
34.8384,0.055187638
34.8581,0.057395143
34.8778,0.068432671
34.8975,0.061810155
34.9172,0.059602649
34.9369,0.057395143
34.9566,0.061810155
34.9763,0.079470199
34.996,0.059602649
35.0157,0.061810155
35.0354,0.066225166
35.0551,0.052980132
35.0748,0.06401766
35.0946,0.072847682
35.1143,0.066225166
35.134,0.052980132
35.1537,0.055187638
35.1734,0.077262693
35.1931,0.059602649
35.2128,0.077262693
35.2325,0.059602649
35.2522,0.06401766
35.2719,0.070640177
35.2916,0.088300221
35.3113,0.055187638
35.331,0.072847682
35.3507,0.075055188
35.3704,0.077262693
35.3901,0.061810155
35.4099,0.066225166
35.4296,0.052980132
35.4493,0.068432671
35.469,0.050772627
35.4887,0.041942605
35.5084,0.052980132
35.5281,0.037527594
35.5478,0.086092715
35.5675,0.075055188
35.5872,0.04415011
35.6069,0.055187638
35.6266,0.075055188
35.6463,0.055187638
35.666,0.055187638
35.6857,0.06401766
35.7055,0.092715232
35.7252,0.072847682
35.7449,0.072847682
35.7646,0.070640177
35.7843,0.086092715
35.804,0.06401766
35.8237,0.077262693
35.8434,0.06401766
35.8631,0.077262693
35.8828,0.072847682
35.9025,0.075055188
35.9222,0.039735099
35.9419,0.059602649
35.9616,0.057395143
35.9813,0.046357616
36.001,0.050772627
36.0208,0.057395143
36.0405,0.06401766
36.0602,0.06401766
36.0799,0.050772627
36.0996,0.041942605
36.1193,0.035320088
36.139,0.035320088
36.1587,0.04415011
36.1784,0.061810155
36.1981,0.046357616
36.2178,0.046357616
36.2375,0.048565121
36.2572,0.06401766
36.2769,0.057395143
36.2966,0.070640177
36.3164,0.024282561
36.3361,0.048565121
36.3558,0.068432671
36.3755,0.048565121
36.3952,0.048565121
36.4149,0.052980132
36.4346,0.04415011
36.4543,0.048565121
36.474,0.055187638
36.4937,0.06401766
36.5134,0.033112583
36.5331,0.057395143
36.5528,0.050772627
36.5725,0.052980132
36.5922,0.068432671
36.612,0.066225166
36.6317,0.059602649
36.6514,0.061810155
36.6711,0.075055188
36.6908,0.039735099
36.7105,0.04415011
36.7302,0.050772627
36.7499,0.048565121
36.7696,0.055187638
36.7893,0.052980132
36.809,0.046357616
36.8287,0.066225166
36.8484,0.046357616
36.8681,0.048565121
36.8878,0.059602649
36.9075,0.061810155
36.9273,0.055187638
36.947,0.052980132
36.9667,0.035320088
36.9864,0.055187638
37.0061,0.068432671
37.0258,0.070640177
37.0455,0.075055188
37.0652,0.08388521
37.0849,0.06401766
37.1046,0.033112583
37.1243,0.050772627
37.144,0.059602649
37.1637,0.037527594
37.1834,0.055187638
37.2031,0.04415011
37.2229,0.037527594
37.2426,0.06401766
37.2623,0.048565121
37.282,0.052980132
37.3017,0.052980132
37.3214,0.039735099
37.3411,0.050772627
37.3608,0.052980132
37.3805,0.068432671
37.4002,0.075055188
37.4199,0.068432671
37.4396,0.050772627
37.4593,0.048565121
37.479,0.059602649
37.4987,0.041942605
37.5185,0.061810155
37.5382,0.046357616
37.5579,0.061810155
37.5776,0.061810155
37.5973,0.041942605
37.617,0.052980132
37.6367,0.06401766
37.6564,0.035320088
37.6761,0.068432671
37.6958,0.055187638
37.7155,0.050772627
37.7352,0.050772627
37.7549,0.081677704
37.7746,0.077262693
37.7943,0.055187638
37.814,0.077262693
37.8338,0.066225166
37.8535,0.048565121
37.8732,0.041942605
37.8929,0.04415011
37.9126,0.055187638
37.9323,0.04415011
37.952,0.055187638
37.9717,0.066225166
37.9914,0.052980132
38.0111,0.090507726
38.0308,0.059602649
38.0505,0.088300221
38.0702,0.052980132
38.0899,0.04415011
38.1096,0.048565121
38.1294,0.046357616
38.1491,0.068432671
38.1688,0.048565121
38.1885,0.052980132
38.2082,0.066225166
38.2279,0.050772627
38.2476,0.072847682
38.2673,0.039735099
38.287,0.055187638
38.3067,0.048565121
38.3264,0.055187638
38.3461,0.041942605
38.3658,0.055187638
38.3855,0.061810155
38.4052,0.066225166
38.4249,0.061810155
38.4447,0.06401766
38.4644,0.04415011
38.4841,0.079470199
38.5038,0.079470199
38.5235,0.050772627
38.5432,0.08388521
38.5629,0.052980132
38.5826,0.06401766
38.6023,0.070640177
38.622,0.061810155
38.6417,0.050772627
38.6614,0.052980132
38.6811,0.061810155
38.7008,0.055187638
38.7205,0.052980132
38.7403,0.079470199
38.76,0.068432671
38.7797,0.057395143
38.7994,0.061810155
38.8191,0.052980132
38.8388,0.066225166
38.8585,0.088300221
38.8782,0.06401766
38.8979,0.050772627
38.9176,0.06401766
38.9373,0.057395143
38.957,0.06401766
38.9767,0.041942605
38.9964,0.052980132
39.0161,0.052980132
39.0359,0.052980132
39.0556,0.050772627
39.0753,0.052980132
39.095,0.059602649
39.1147,0.068432671
39.1344,0.06401766
39.1541,0.097130243
39.1738,0.055187638
39.1935,0.066225166
39.2132,0.075055188
39.2329,0.06401766
39.2526,0.041942605
39.2723,0.06401766
39.292,0.052980132
39.3117,0.057395143
39.3314,0.066225166
39.3512,0.068432671
39.3709,0.066225166
39.3906,0.055187638
39.4103,0.052980132
39.43,0.061810155
39.4497,0.079470199
39.4694,0.066225166
39.4891,0.039735099
39.5088,0.052980132
39.5285,0.039735099
39.5482,0.041942605
39.5679,0.037527594
39.5876,0.075055188
39.6073,0.068432671
39.627,0.072847682
39.6468,0.050772627
39.6665,0.057395143
39.6862,0.06401766
39.7059,0.055187638
39.7256,0.059602649
39.7453,0.052980132
39.765,0.079470199
39.7847,0.055187638
39.8044,0.048565121
39.8241,0.068432671
39.8438,0.079470199
39.8635,0.057395143
39.8832,0.055187638
39.9029,0.068432671
39.9226,0.059602649
39.9423,0.050772627
39.9621,0.041942605
39.9818,0.04415011
40.0015,0.061810155
